Variation ID	Chromosome	Region Start	Region End	Feature Type Class	Feature Type	Epigenome
rs16899778	chr6	27389960	27391520	Histone	H3K9me3	common myeloid progenitor CD34 positive
rs16899778	chr6	27390000	27390240	Histone	H3K9me3	H1-mesenchymal
rs16899778	chr6	27390020	27391080	Histone	H3K27me3	Fetal Intestine Large
rs16899778	chr6	27390020	27391100	Histone	H3K9me3	HUES6
rs16899778	chr6	27390020	27390180	Histone	H3K4me1	H1-trophoblast
rs16899778	chr6	27390120	27390560	Histone	H3K4me1	HUES48
rs16899778	chr6	27390140	27391160	Histone	H3K9me3	common myeloid progenitor CD34 positive ENCSR722JRY
rs10484399	chr6	27533740	27534720	Histone	H3K27me3	Small Intestine
rs10484399	chr6	27533740	27535100	Histone	H3K9me3	Spleen
rs10484399	chr6	27533780	27534540	Histone	H3K9me3	common myeloid progenitor CD34 positive ENCSR722JRY
rs10484399	chr6	27533820	27534640	Histone	H3K4me1	common myeloid progenitor CD34 positive
rs10484399	chr6	27534040	27534820	Histone	H3K4me1	HUES48
rs10484399	chr6	27534140	27535080	Histone	H3K4me1	iPS DF 19.11
rs10484399	chr6	27534200	27534560	Histone	H3K23me2	H9
rs10484399	chr6	27534340	27534940	Histone	H3K4me1	endodermal cell
rs10484399	chr6	27534340	27534840	Histone	H3K4me1	HUES64
rs10484399	chr6	27534360	27534620	Histone	H3K4me1	iPS 20b
rs10484399	chr6	27534440	27534620	Histone	H3K27me3	endodermal cell
rs10484399	chr6	27508240	27536940	Histone	H3K27me3	Monocytes-CD14+ (PB) Roadmap
rs10484399	chr6	27508340	27537820	Histone	H3K27me3	common myeloid progenitor CD34 positive
rs10484399	chr6	27517680	27542380	Histone	H3K27me3	common myeloid progenitor CD34 positive ENCSR337XXD 1
rs10484399	chr6	27523120	27537380	Histone	H3K27me3	neutrophil
rs10484399	chr6	27530200	27536240	Histone	H3K27me3	iPS 15b
rs10484399	chr6	27530860	27537580	Histone	H3K27me3	Fetal Thymus
rs10484399	chr6	27532380	27537120	Histone	H3K27me3	heart
rs10484399	chr6	27532460	27535560	Histone	H3K27me3	HUES64
rs10484399	chr6	27532640	27535940	Histone	H3K27me3	kidney
rs10484399	chr6	27532660	27535000	Histone	H3K9me3	neutrophil
rs10484399	chr6	27532660	27535580	Histone	H3K27me3	B cells (PB) Roadmap
rs10484399	chr6	27532680	27535480	Histone	H3K27me3	CD4 positive alpha beta T cell
rs10484399	chr6	27532680	27535640	Histone	H3K27me3	CD4 positive alpha beta T cell ENCSR948ZKZ
rs10484399	chr6	27532700	27535780	Histone	H3K27me3	lung ENCSR465WKM
rs10484399	chr6	27532700	27535080	Histone	H3K27me3	neural stem progenitor cell
rs10484399	chr6	27532720	27537540	Histone	H3K27me3	Fetal Intestine Large
rs10484399	chr6	27532740	27535220	Histone	H3K27me3	CD4 positive CD25 positive alpha beta regulatory T cell
rs10484399	chr6	27532740	27536820	Histone	H3K27me3	HUES6
rs10484399	chr6	27532760	27536020	Histone	H3K27me3	Fetal Stomach
rs10484399	chr6	27532780	27535760	Histone	H3K27me3	iPS 20b
rs10484399	chr6	27532780	27537400	Histone	H3K27me3	Fetal Adrenal Gland
rs10484399	chr6	27532780	27536820	Histone	H3K27me3	Fetal Intestine Small
rs10484399	chr6	27532820	27535520	Histone	H3K27me3	iPS 20b
rs10484399	chr6	27533040	27534840	Histone	H3K27me3	naive thymus derived CD4 positive alpha beta T cell
rs10484399	chr6	27533040	27534960	Histone	H3K27me3	common myeloid progenitor CD34 positive ENCSR722JRY
rs10484399	chr6	27533100	27534980	Histone	H3K4me1	HUES6
rs10484399	chr6	27533152	27534799	Histone	H3K4me3	HUES6
rs10484399	chr6	27533180	27537480	Histone	H3K27me3	Fetal Muscle Leg
rs10484399	chr6	27533180	27534680	Histone	H3K27me3	neuron
rs10484399	chr6	27533245	27534693	Histone	H3K4me2	H1 hESC
rs10484399	chr6	27533260	27535340	Histone	H3K27me3	Thymus
rs10484399	chr6	27533269	27534649	Histone	H3K4me2	H9
rs10484399	chr6	27533276	27534804	Histone	H3K4me3	iPS 20b
rs10484399	chr6	27533280	27535860	Histone	H3K27me3	T cells (PB) Roadmap
rs10484399	chr6	27533280	27535880	Histone	H3K27me3	Fetal Muscle Trunk
rs10484399	chr6	27533303	27534776	Histone	H3K4me3	HUES48
rs10484399	chr6	27533334	27534906	Histone	H3K4me3	HUES64
rs10484399	chr6	27533378	27534786	Histone	H3K4me3	iPS 15b
rs10484399	chr6	27533380	27536020	Histone	H3K4me1	Placenta
rs10484399	chr6	27533382	27534654	Histone	H3K4me3	H1 hESC
rs10484399	chr6	27533393	27534707	Histone	H3K4me3	H9
rs10484399	chr6	27533440	27534540	Histone	H3K27me3	H1-mesenchymal
rs10484399	chr6	27533460	27534560	Histone	H3K9me3	common myeloid progenitor CD34 positive
rs10484399	chr6	27533500	27534540	Histone	H3K4me1	Fetal Muscle Trunk
rs10484399	chr6	27533546	27534625	Histone	H3K4me3	iPS DF 19.11
rs10484399	chr6	27533580	27534980	Histone	H3K27me3	sigmoid colon
rs10484399	chr6	27533580	27534560	Histone	H3K9me3	Lung
rs10484399	chr6	27533600	27534980	Histone	H3K27me3	Natural Killer cells (PB)
rs10484399	chr6	27533620	27535100	Histone	H3K27me3	IMR 90
rs10484399	chr6	27533637	27534628	Histone	H3K4me2	H1-trophoblast
rs10484399	chr6	27533640	27536980	Histone	H3K27me3	brain
rs10484399	chr6	27533660	27534560	Histone	H2BK12ac	H1-trophoblast
rs10484399	chr6	27533660	27534640	Histone	H3K27me3	H1 hESC
rs10484399	chr6	27533680	27534582	Histone	H3K4me3	endodermal cell
rs10484399	chr6	27533680	27534600	Histone	H3K9me3	Fetal Stomach
rs10484399	chr6	27533680	27534960	Histone	H3K27me3	HUES48
rs10484399	chr6	27533736	27534900	Histone	H3K27ac	Placenta
rs200481	chr6	27773380	27774560	Histone	H3K4me1	HUES64
rs200481	chr6	27773460	27775740	Histone	H3K4me1	common myeloid progenitor CD34 positive ENCSR722JRY
rs200481	chr6	27773580	27774600	Histone	H3K4me1	HUES48
rs200481	chr6	27773720	27774580	Histone	H3K4me1	iPS 20b
rs200481	chr6	27773740	27774440	Histone	H3K4me1	H1 hESC
rs201002	chr6	27774026	27808295	Histone	H3K4me3	Thymus
rs201002	chr6	27774063	27808548	Histone	H3K4me3	common myeloid progenitor CD34 positive ENCSR337XXD 1
rs201002	chr6	27774086	27864407	Histone	H3K27ac	Fetal Thymus
rs201002	chr6	27774328	27808291	Histone	H3K4me3	Fetal Thymus
rs201002	chr6	27774397	27863660	Histone	H3K9ac	HUES6
rs201002	chr6	27774499	27808335	Histone	H3K27ac	Fetal Muscle Leg
rs201002	chr6	27802059	27808323	Histone	H3K27ac	common myeloid progenitor CD34 positive
rs201002	chr6	27803595	27808255	Histone	H3K4me3	neuron
rs201002	chr6	27803693	27808349	Histone	H3K4me3	iPS 20b
rs201002	chr6	27803768	27808304	Histone	H3K4me3	common myeloid progenitor CD34 positive
rs201002	chr6	27803935	27808364	Histone	H3K4me3	common myeloid progenitor CD34 positive ENCSR722JRY
rs201002	chr6	27803968	27808232	Histone	H3K4me3	HUES6
rs201002	chr6	27805980	27808380	Histone	H3K4me1	neutrophil
rs201002	chr6	27806235	27808535	Histone	H3K9ac	iPS-20b
rs201002	chr6	27806260	27808860	Histone	H3K4me1	common myeloid progenitor CD34 positive
rs201002	chr6	27806260	27808240	Histone	H3K4me1	Fetal Thymus
rs201002	chr6	27806260	27808240	Histone	H3K4me1	B cells (PB) Roadmap
rs201002	chr6	27806260	27808220	Histone	H3K4me1	Fetal Muscle Leg
rs201002	chr6	27806280	27809080	Histone	H3K4me1	common myeloid progenitor CD34 positive ENCSR337XXD 1
rs201002	chr6	27806300	27808500	Histone	H3K4me1	common myeloid progenitor CD34 positive ENCSR722JRY
rs201002	chr6	27806300	27808620	Histone	H3K4me1	Monocytes-CD14+ (PB) Roadmap
rs201002	chr6	27806360	27808260	Histone	H3K4me1	Fetal Adrenal Gland
rs201002	chr6	27806580	27808520	Histone	H3K4me1	lung ENCSR465WKM
rs201002	chr6	27806760	27808240	Histone	H3K4me1	CD4 positive alpha beta T cell
rs201002	chr6	27806920	27808360	Histone	H3K4me1	neuron
rs201002	chr6	27807180	27808360	Histone	H3K4me1	HUES64
rs201002	chr6	27807240	27808360	Histone	H3K4me1	HUES6
rs201002	chr6	27807340	27808440	Histone	H3K4me1	HUES48
rs201002	chr6	27807400	27808560	Histone	H3K4me1	Fetal Intestine Small
rs201002	chr6	27807420	27808400	Histone	H3K4me1	neural stem progenitor cell
rs201002	chr6	27807500	27808280	Histone	H3K27me3	B cells (PB) Roadmap
rs201002	chr6	27807580	27808260	Histone	H3K4me1	Fetal Intestine Large
rs201002	chr6	27807720	27808260	Histone	H3K4me1	H1 hESC
rs201002	chr6	27807820	27808520	Histone	H4K8ac	IMR 90
rs201002	chr6	27807881	27808302	Histone	H3K9ac	iPS 15b
rs201002	chr6	27807980	27808220	Histone	H3K14ac	IMR90
rs201002	chr6	27808020	27808320	Histone	H3K4me1	iPS 20b
rs201002	chr6	27808060	27808220	Histone	H3K4me1	iPS 20b
rs201002	chr6	27808060	27808480	Histone	H3K27me3	CD4 positive alpha beta T cell ENCSR948ZKZ
rs201002	chr6	27808179	27808531	Histone	H3K4me3	CD4 positive CD25 positive alpha beta regulatory T cell
rs200995	chr6	27774086	27864407	Histone	H3K27ac	Fetal Thymus
rs200995	chr6	27774397	27863660	Histone	H3K9ac	HUES6
rs200995	chr6	27811060	27814040	Histone	H3K36me3	common myeloid progenitor CD34 positive
rs200995	chr6	27812260	27814760	Histone	H3K36me3	common myeloid progenitor CD34 positive ENCSR337XXD 1
rs200995	chr6	27813420	27813880	Histone	H3K36me3	Fetal Intestine Large
rs200995	chr6	27813440	27814140	Histone	H3K36me3	Fetal Intestine Small
rs200995	chr6	27813627	27813792	Histone	H2BK20ac	H9
rs200995	chr6	27813692	27813901	Histone	H3K4me3	CD4 positive CD25 positive alpha beta regulatory T cell
rs200991	chr6	27774086	27864407	Histone	H3K27ac	Fetal Thymus
rs200991	chr6	27774397	27863660	Histone	H3K9ac	HUES6
rs200991	chr6	27814740	27815600	Histone	H2BK12ac	IMR90
rs200991	chr6	27814740	27815540	Histone	H2BK12ac	IMR 90
rs200991	chr6	27814760	27815600	Histone	H2AK5ac	IMR90
rs200991	chr6	27814780	27815820	Histone	H3K4me1	IMR 90
rs200991	chr6	27814860	27817080	Histone	H3K4me1	Fetal Adrenal Gland
rs200991	chr6	27814920	27815720	Histone	H3K14ac	IMR90
rs200991	chr6	27814940	27815620	Histone	H3K14ac	IMR 90
rs200991	chr6	27814998	27816678	Histone	H3K27ac	Fetal Adrenal Gland
rs200991	chr6	27815240	27815700	Histone	H4K8ac	IMR 90
rs200991	chr6	27815399	27816709	Open Chromatin	DNase1	foreskin melanocyte
rs149946	chr6	27968140	27970620	Histone	H3K4me1	Placenta
rs149946	chr6	27969480	27970220	Histone	H3K4me1	H1 hESC
rs149946	chr6	27969480	27970200	Histone	H3K4me1	iPS 20b
rs149946	chr6	27969520	27970260	Histone	H3K4me1	HUES48
rs149946	chr6	27969880	27970900	Histone	H3K4me1	iPS DF 19.11
rs149946	chr6	27969960	27971480	Histone	H3K9me3	Lung
rs149946	chr6	27970020	27970220	Histone	H2BK12ac	H1 hESC
rs149970	chr6	27977840	27980320	Histone	H3K4me1	B cells (PB) Roadmap
rs149970	chr6	27980132	27980335	Histone	H3K4me3	CD4 positive alpha beta T cell ENCSR948ZKZ
rs202906	chr6	28009060	28011800	Histone	H3K27me3	endodermal cell
rs202906	chr6	28011280	28011760	Histone	H3K27me3	iPS 20b
rs202906	chr6	28011340	28011820	Histone	H3K27me3	iPS 20b
rs202906	chr6	28011580	28012660	Histone	H3K27me3	T cells (PB) Roadmap
rs203887	chr6	28019880	28021940	Histone	H3K27me3	endodermal cell
rs203887	chr6	28020580	28021480	Histone	H3K27me3	Fetal Intestine Large
rs203887	chr6	28020740	28022060	Histone	H3K27me3	iPS 20b
rs203887	chr6	28020900	28021440	Histone	H3K27me3	HUES48
rs203887	chr6	28020900	28021880	Histone	H3K27me3	HUES6
rs203887	chr6	28020920	28021400	Histone	H3K27me3	iPS 20b
rs203887	chr6	28021040	28021540	Histone	H3K27me3	HUES64
rs203887	chr6	28021100	28021960	Histone	H3K27me3	Fetal Thymus
rs203888	chr6	28019880	28021940	Histone	H3K27me3	endodermal cell
rs203888	chr6	28020740	28022060	Histone	H3K27me3	iPS 20b
rs203888	chr6	28020900	28021880	Histone	H3K27me3	HUES6
rs203888	chr6	28021100	28021960	Histone	H3K27me3	Fetal Thymus
rs203888	chr6	28021340	28021620	Histone	H3K27me3	sigmoid colon
rs203888	chr6	28021400	28021740	Histone	H3K9me3	Lung
rs203888	chr6	28021410	28021660	Histone	H3K4me3	Lung
rs203888	chr6	28021420	28021620	Histone	H3K27me3	H1-mesenchymal
rs203888	chr6	28021440	28022020	Histone	H3K27me3	iPS 20b
rs203888	chr6	28021460	28021660	Histone	H3K4me1	H1-mesenchymal
rs203888	chr6	28021500	28021680	Histone	H3K9me3	H1-trophoblast
rs203885	chr6	28076120	28077820	Histone	H3K27me3	endodermal cell
rs203885	chr6	28076460	28078500	Histone	H3K27me3	iPS 20b
rs203885	chr6	28076460	28078720	Histone	H3K27me3	iPS 15b
rs203885	chr6	28076600	28076980	Histone	H3K27me3	T cells (PB) Roadmap
rs203885	chr6	28076680	28077300	Histone	H3K27me3	HUES64
rs203885	chr6	28076720	28077100	Histone	H3K27me3	HUES6
rs203885	chr6	28076740	28076920	Histone	H3K4me1	H1-trophoblast
rs203885	chr6	28076800	28077020	Histone	H3K27me3	H1 hESC
rs203885	chr6	28076820	28077040	Histone	H2BK12ac	H1 hESC
rs203884	chr6	28076120	28077820	Histone	H3K27me3	endodermal cell
rs203884	chr6	28076460	28078500	Histone	H3K27me3	iPS 20b
rs203884	chr6	28076460	28078720	Histone	H3K27me3	iPS 15b
rs203884	chr6	28077165	28077380	Histone	H3K4me3	Lung
rs203884	chr6	28077240	28077620	Histone	H3K27me3	HUES48
rs203884	chr6	28077260	28078400	Histone	H3K27me3	HUES6
rs203884	chr6	28077320	28077920	Histone	H3K27me3	HUES64
rs1225709	chr6	28103120	28103760	Histone	H4K8ac	IMR 90
rs1225709	chr6	28103120	28104420	Histone	H3K4me1	Fetal Adrenal Gland
rs1225709	chr6	28103120	28104600	Histone	H3K4me1	CD4 positive alpha beta memory T cell
rs1225709	chr6	28103120	28104220	Histone	H3K4me1	neural stem progenitor cell
rs1225709	chr6	28103123	28104665	Histone	H3K9ac	IMR90
rs1225709	chr6	28103140	28103900	Histone	H3K4me1	IMR 90
rs1225709	chr6	28103170	28105515	Histone	H3K4me3	T helper 17 cell
rs1225709	chr6	28103180	28103720	Histone	H4K8ac	IMR90
rs1225709	chr6	28103180	28104080	Histone	H3K4me1	endodermal cell
rs1225709	chr6	28103182	28104642	Histone	H3K4me2	IMR90
rs1225709	chr6	28103185	28106029	Histone	H3K4me3	iPS 20b
rs1225709	chr6	28103186	28111121	Histone	H3K4me3	common myeloid progenitor CD34 positive ENCSR337XXD 1
rs1225709	chr6	28103200	28103680	Histone	H3K4me1	naive thymus derived CD4 positive alpha beta T cell
rs1225709	chr6	28103200	28103680	Histone	H3K14ac	IMR90
rs1225709	chr6	28103204	28106158	Histone	H3K4me3	neuron
rs1225709	chr6	28103215	28105992	Histone	H3K4me3	neural stem progenitor cell
rs1225709	chr6	28103216	28104635	Histone	H3K4me2	IMR 90
rs1225709	chr6	28103228	28106111	Histone	H3K27ac	B cells (PB) Roadmap
rs1225709	chr6	28103235	28105990	Histone	H3K27ac	Fetal Thymus
rs1225709	chr6	28103260	28104480	Histone	H3K4me1	CD4 positive CD25 positive alpha beta regulatory T cell
rs1225709	chr6	28103260	28104280	Histone	H3K4me1	HUES6
rs1225709	chr6	28103260	28104160	Histone	H3K4me1	HUES64
rs1225709	chr6	28103289	28106002	Histone	H3K4me3	HUES64
rs1225709	chr6	28103340	28105953	Histone	H3K27ac	common myeloid progenitor CD34 positive
rs1225709	chr6	28103350	28105898	Histone	H3K4me3	endodermal cell
rs1225709	chr6	28103398	28110690	Histone	H3K4me3	Fetal Thymus
rs1225709	chr6	28103399	28103682	Histone	H3K27ac	Thymus
rs1225709	chr6	28103445	28106082	Histone	H3K4me3	common myeloid progenitor CD34 positive ENCSR722JRY
rs1225709	chr6	28103454	28103726	Histone	H3K4me3	kidney
rs1225709	chr6	28103480	28103780	Histone	H3K4me1	H1 hESC
rs1225709	chr6	28103493	28106029	Histone	H3K4me3	iPS 20b
rs1225709	chr6	28103496	28106025	Histone	H3K4me3	HUES6
rs1225709	chr6	28103500	28104080	Histone	H3K4me1	T helper 17 cell
rs1225709	chr6	28103505	28103815	Histone	H3K4me3	iPS 15b
rs1225709	chr6	28103515	28103789	Histone	H3K4me3	lung ENCSR465WKM
rs1225709	chr6	28103518	28103811	Histone	H3K4me3	brain
rs1225709	chr6	28090934	28110781	Histone	H3K27ac	naive thymus derived CD4 positive alpha beta T cell
rs1225709	chr6	28091566	28110229	Histone	H3K27ac	T cells (PB) Roadmap
rs1225709	chr6	28091615	28110795	Histone	H3K27ac	CD4 positive alpha beta T cell
rs1225709	chr6	28092340	28103760	Histone	H3K36me3	neural stem progenitor cell
rs1225709	chr6	28102360	28104100	Histone	H3K4me1	CD4 positive alpha beta T cell
rs1225709	chr6	28102400	28104600	Histone	H3K4me1	neutrophil
rs1225709	chr6	28103000	28106820	Histone	H3K4me1	common myeloid progenitor CD34 positive
rs1225709	chr6	28103020	28104180	Histone	H3K4me1	neuron
rs1225709	chr6	28103020	28103780	Histone	H3K4me1	HUES48
rs1225709	chr6	28103040	28104300	Histone	H3K4me1	common myeloid progenitor CD34 positive ENCSR722JRY
rs1225709	chr6	28103042	28106320	Histone	H3K4me3	CD4 positive alpha beta T cell
rs1225709	chr6	28103060	28106800	Histone	H3K4me1	Monocytes-CD14+ (PB) Roadmap
rs1225709	chr6	28103060	28104540	Histone	H3K4me1	B cells (PB) Roadmap
rs1225709	chr6	28103060	28104720	Histone	H3K4me1	CD4 positive alpha beta T cell ENCSR948ZKZ
rs1225709	chr6	28103060	28106220	Histone	H2AK5ac	IMR90
rs1225709	chr6	28103060	28104740	Histone	H3K79me2	IMR 90
rs1225709	chr6	28103060	28112580	Histone	H3K4me1	common myeloid progenitor CD34 positive ENCSR337XXD 1
rs1225709	chr6	28103060	28104640	Histone	H3K79me1	IMR 90
rs1225709	chr6	28103066	28103648	Histone	H3K27ac	CD4 positive alpha beta memory T cell
rs1225709	chr6	28103080	28104460	Histone	H3K4me1	heart
rs1225709	chr6	28103091	28110543	Histone	H3K27ac	T helper 17 cell
rs1225709	chr6	28103120	28104380	Histone	H3K4me1	lung ENCSR465WKM
rs1871695	chr6	28109405	28110021	Histone	H3K27ac	Fetal Muscle Trunk
rs1871695	chr6	28109415	28110192	Histone	H3K27ac	Placenta
rs1871695	chr6	28109543	28110023	Histone	H3K27ac	Fetal Intestine Large
rs1871695	chr6	28109596	28110055	Histone	H4K91ac	H1-trophoblast
rs1871695	chr6	28109600	28110020	Histone	H3K36me3	Right Atrium
rs1871695	chr6	28109614	28110458	Histone	H3K9ac	iPS 15b
rs1871695	chr6	28109620	28109980	Histone	H3K14ac	H9
rs1871695	chr6	28109620	28110100	Histone	H3K14ac	H1-trophoblast
rs1871695	chr6	28109620	28109980	Histone	H3K79me2	H1-trophoblast
rs1871695	chr6	28109620	28110071	Histone	H3K27ac	H1-neuronal progenitor
rs1871695	chr6	28109620	28110140	Histone	H3K4me1	Natural Killer cells (PB)
rs1871695	chr6	28109623	28110116	Histone	H3K4me2	H9
rs1871695	chr6	28109624	28110120	Histone	H3K27ac	Fetal Thymus
rs1871695	chr6	28109629	28110313	Histone	H3K9ac	H1 hESC
rs1871695	chr6	28109632	28110054	Histone	H3K27ac	endodermal cell
rs1871695	chr6	28109638	28110367	Histone	H3K27ac	IMR 90
rs1871695	chr6	28109640	28109980	Histone	H3K23me2	H9
rs1871695	chr6	28109641	28110417	Histone	H3K9ac	HUES48
rs1871695	chr6	28109648	28110261	Histone	H4K5ac	IMR 90
rs1871695	chr6	28109660	28110080	Histone	H2AK5ac	H1-trophoblast
rs1871695	chr6	28109660	28110280	Histone	H3K79me2	IMR90
rs1871695	chr6	28109660	28111560	Histone	H3K4me1	CD4 positive alpha beta T cell ENCSR948ZKZ
rs1871695	chr6	28109661	28110906	Histone	H3K9ac	endodermal cell
rs1871695	chr6	28109663	28110032	Histone	H3K27ac	iPS DF 19.11
rs1871695	chr6	28109674	28109968	Histone	H3K9ac	H1-neuronal progenitor
rs1871695	chr6	28109675	28110073	Histone	H2AK9ac	IMR 90
rs1871695	chr6	28109677	28109977	Histone	H3K27ac	H1 hESC
rs1871695	chr6	28109680	28109980	Histone	H3K36me3	HUES6
rs1871695	chr6	28109688	28110035	Histone	H3K9ac	H1-trophoblast
rs1871695	chr6	28109694	28110076	Histone	H3K4ac	H1-mesenchymal
rs1871695	chr6	28109698	28110085	Histone	H3K9ac	H1-mesenchymal
rs1871695	chr6	28109700	28109960	Histone	H4K8ac	H9
rs1871695	chr6	28109720	28110100	Histone	H3K36me3	HUES64
rs1871695	chr6	28109720	28110020	Histone	H3K14ac	H1-mesenchymal
rs1871695	chr6	28109740	28110020	Histone	H2BK12ac	IMR 90
rs1871695	chr6	28109748	28110061	Histone	H3K4me2	H1-neuronal progenitor
rs1871695	chr6	28109780	28110620	Histone	H3K4me1	B cells (PB) Roadmap
rs1871695	chr6	28109780	28110020	Histone	H2BK12ac	IMR90
rs1871695	chr6	28109840	28110020	Histone	H3K79me2	H9
rs1871695	chr6	28109940	28110640	Histone	H3K4me1	Thymus
rs1871695	chr6	28109960	28111580	Histone	H3K4me1	common myeloid progenitor CD34 positive ENCSR722JRY
rs1871695	chr6	28090934	28110781	Histone	H3K27ac	naive thymus derived CD4 positive alpha beta T cell
rs1871695	chr6	28091566	28110229	Histone	H3K27ac	T cells (PB) Roadmap
rs1871695	chr6	28091615	28110795	Histone	H3K27ac	CD4 positive alpha beta T cell
rs1871695	chr6	28103060	28112580	Histone	H3K4me1	common myeloid progenitor CD34 positive ENCSR337XXD 1
rs1871695	chr6	28103091	28110543	Histone	H3K27ac	T helper 17 cell
rs1871695	chr6	28103186	28111121	Histone	H3K4me3	common myeloid progenitor CD34 positive ENCSR337XXD 1
rs1871695	chr6	28103398	28110690	Histone	H3K4me3	Fetal Thymus
rs1871695	chr6	28103799	28110918	Histone	H3K4me3	Fetal Stomach
rs1871695	chr6	28103804	28110716	Histone	H3K4me3	Fetal Adrenal Gland
rs1871695	chr6	28103814	28110800	Histone	H3K4me3	Fetal Muscle Leg
rs1871695	chr6	28103871	28110616	Histone	H3K4me3	Fetal Muscle Trunk
rs1871695	chr6	28103934	28110572	Histone	H3K4me3	Fetal Intestine Small
rs1871695	chr6	28103952	28110321	Histone	H3K4me3	B cells (PB) Roadmap
rs1871695	chr6	28104029	28110390	Histone	H3K4me3	Monocytes-CD14+ (PB) Roadmap
rs1871695	chr6	28104055	28110537	Histone	H3K4me3	T cells (PB) Roadmap
rs1871695	chr6	28104107	28110404	Histone	H3K4me3	Natural Killer cells (PB)
rs1871695	chr6	28107480	28111500	Histone	H3K4me1	common myeloid progenitor CD34 positive
rs1871695	chr6	28107600	28110580	Histone	H4K8ac	IMR 90
rs1871695	chr6	28108040	28110740	Histone	H3K4me1	Monocytes-CD14+ (PB) Roadmap
rs1871695	chr6	28108838	28110629	Histone	H3K4me3	Psoas Muscle
rs1871695	chr6	28108865	28111157	Histone	H3K4me3	HUES6
rs1871695	chr6	28108880	28110980	Histone	H3K4me1	neutrophil
rs1871695	chr6	28108882	28111160	Histone	H3K4me3	HUES64
rs1871695	chr6	28108920	28110908	Histone	H3K4me3	H1 hESC
rs1871695	chr6	28108920	28110340	Histone	H4K8ac	IMR90
rs1871695	chr6	28108927	28110316	Histone	H4K5ac	IMR90
rs1871695	chr6	28108940	28110140	Histone	H2AK5ac	IMR90
rs1871695	chr6	28108963	28111194	Histone	H3K4me3	iPS 20b
rs1871695	chr6	28108967	28111011	Histone	H3K4me3	HUES48
rs1871695	chr6	28108973	28110577	Histone	H3K4me3	Aorta
rs1871695	chr6	28109000	28111031	Histone	H3K4me3	common myeloid progenitor CD34 positive
rs1871695	chr6	28109044	28111022	Histone	H3K4me3	iPS 15b
rs1871695	chr6	28109051	28110409	Histone	H3K9ac	heart
rs1871695	chr6	28109051	28110561	Histone	H3K4me3	Placenta
rs1871695	chr6	28109056	28110587	Histone	H3K4me3	Fetal Intestine Large
rs1871695	chr6	28109056	28110644	Histone	H3K4me3	Right Atrium
rs1871695	chr6	28109058	28111310	Histone	H3K4me3	neuron
rs1871695	chr6	28109060	28110700	Histone	H3K14ac	IMR90
rs1871695	chr6	28109060	28111089	Histone	H3K4me3	lung ENCSR465WKM
rs1871695	chr6	28109061	28110789	Histone	H3K4me3	kidney
rs1871695	chr6	28109072	28111239	Histone	H3K4me3	endodermal cell
rs1871695	chr6	28109076	28111122	Histone	H3K4me3	CD4 positive alpha beta T cell
rs1871695	chr6	28109076	28110561	Histone	H3K4me3	CD4 positive CD25 positive alpha beta regulatory T cell
rs1871695	chr6	28109077	28110266	Histone	H3K4me3	effector memory CD4 positive alpha beta T cell
rs1871695	chr6	28109079	28110642	Histone	H3K4me3	Ovary
rs1871695	chr6	28109080	28110654	Histone	H3K4me3	CD4 positive alpha beta T cell ENCSR948ZKZ
rs1871695	chr6	28109086	28110870	Histone	H3K9ac	iPS-20b
rs1871695	chr6	28109088	28110777	Histone	H3K4me3	IMR90
rs1871695	chr6	28109088	28110777	Histone	H3K4me3	IMR 90
rs1871695	chr6	28109090	28110229	Histone	H3K27ac	Natural Killer cells (PB)
rs1871695	chr6	28109091	28110629	Histone	H3K4me3	H9
rs1871695	chr6	28109094	28111304	Histone	H3K9ac	kidney
rs1871695	chr6	28109097	28110650	Histone	H3K4me3	heart right ventricle
rs1871695	chr6	28109097	28111099	Histone	H3K4me3	neural stem progenitor cell
rs1871695	chr6	28109100	28110300	Histone	H3K14ac	IMR 90
rs1871695	chr6	28109100	28111360	Histone	H3K4me1	T cells (PB) Roadmap
rs1871695	chr6	28109100	28110140	Histone	H2AK5ac	IMR 90
rs1871695	chr6	28109102	28111245	Histone	H3K4me2	IMR90
rs1871695	chr6	28109108	28110471	Histone	H3K27ac	Fetal Muscle Leg
rs1871695	chr6	28109109	28110297	Histone	H3K4me3	CD4 positive alpha beta memory T cell
rs1871695	chr6	28109113	28110363	Histone	H3K4me3	naive thymus derived CD4 positive alpha beta T cell
rs1871695	chr6	28109115	28111079	Histone	H3K9ac	IMR90
rs1871695	chr6	28109115	28110200	Histone	H3K4me2	H1-trophoblast
rs1871695	chr6	28109115	28110771	Histone	H3K9ac	IMR 90
rs1871695	chr6	28109116	28110189	Histone	H3K4me3	Pancreas
rs1871695	chr6	28109117	28110645	Histone	H3K4me3	brain
rs1871695	chr6	28109117	28110105	Histone	H3K27ac	Left Ventricle
rs1871695	chr6	28109118	28110221	Histone	H3K4ac	IMR90
rs1871695	chr6	28109121	28110238	Histone	H3K23ac	IMR90
rs1871695	chr6	28109127	28110575	Histone	H3K4me3	iPS DF 6.9
rs1871695	chr6	28109133	28110349	Histone	H3K4me3	neutrophil
rs1871695	chr6	28109140	28110062	Open Chromatin	DNase1	foreskin keratinocyte
rs1871695	chr6	28109140	28110040	Histone	H3K4me1	Placenta
rs1871695	chr6	28109143	28110082	Histone	H3K27ac	Small Intestine
rs1871695	chr6	28109146	28110105	Histone	H3K27ac	Right Atrium
