Variation ID	Chromosome	Chrom Start	Chrom End	Type	Reference	PubMed	Method	Sample	Gain	Loss
rs7633316	chr3	141818849	142091461	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	29	0
rs7633316	chr3	141818849	142091460	gain	Uddin et al 2014	25503493	SNP array	873	4	0
rs7633316	chr3	141820932	141994542	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs7633316	chr3	141820944	142101554	gain	Vogler et al 2010	21179565	Merging, SNP array	1109	4	0
rs7633316	chr3	141822620	142071932	gain	Itsara et al 2009	19166990	Oligo aCGH, SNP array	1557	2	0
rs7633316	chr3	141853925	142094631	gain	Pinto et al 2007	17911159	SNP array	771	3	0
rs7633316	chr3	141853925	142015590	gain	Pinto et al 2007	17911159	SNP array	771	3	0
rs7633316	chr3	141895975	142090046	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	3	0
rs7633316	chr3	141904976	142076561	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs7633316	chr3	141933648	142219542	gain	Shaikh et al 2009	19592680	SNP array	2026	1	0
rs7633316	chr3	141961936	141992282	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs1135438	chr3	142992696	143285979	loss	Redon et al 2006	17122850	BAC aCGH, SNP array	270	0	1
rs3821664	chr3	151044879	151226442	loss	Wong et al 2007	17160897	BAC aCGH	95	0	1
rs1542487	chr3	174861034	175072602	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs1542487	chr3	174861034	175072602	loss	Itsara et al 2009	19166990	Oligo aCGH, SNP array	1557	0	1
rs11733005	chr4	11587750	13991976	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs11733005	chr4	13224162	13425338	loss	Wong et al 2007	17160897	BAC aCGH	95	0	1
rs11733005	chr4	13260704	13728333	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	1	0
rs1918317	chr4	28120194	28165368	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	4
rs1918317	chr4	28141587	28240495	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs12512973	chr4	63025662	63575696	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs12512973	chr4	63025822	63467034	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	1	0
rs12512973	chr4	63376930	63414176	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	4
rs12512973	chr4	63376961	63417929	loss	Uddin et al 2014	25503493	SNP array	873	0	1
rs12512973	chr4	63379062	63413405	loss	Shaikh et al 2009	19592680	SNP array	2026	0	1
rs2367291	chr4	74354049	74860924	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs17005996	chr4	83491534	83758827	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	1	0
rs11937825	chr4	104396781	107069211	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs17388568	chr4	123228112	123395041	loss	Suktitipat et al 2014	25118596	SNP array	3017	0	1
rs2086346	chr4	123228112	123395041	loss	Suktitipat et al 2014	25118596	SNP array	3017	0	1
rs10028496	chr4	145696102	145716809	loss	Vogler et al 2010	21179565	Merging, SNP array	1109	0	3
rs17484678	chr4	149172484	149282928	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs17484678	chr4	149209466	149341037	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs17484678	chr4	149254669	149293317	loss	Mokhtar et al 2014	24956385	SNP array	34	0	1
rs6825299	chr4	161921411	163534998	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	2	0
rs6825299	chr4	162910976	164437289	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs6825299	chr4	163323578	165376681	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs6825299	chr4	163426635	163542410	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	1	0
rs6825299	chr4	163479061	163938445	gain	Vogler et al 2010	21179565	Merging, SNP array	1109	1	0
rs6552214	chr4	168050427	168947207	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs6552214	chr4	168569658	168647522	loss	Vogler et al 2010	21179565	Merging, SNP array	1109	0	1
rs6552214	chr4	168575296	168652481	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	1
rs6552214	chr4	168576598	168656374	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	3
rs6552214	chr4	168598033	168743989	loss	Wong et al 2007	17160897	BAC aCGH	95	0	1
rs6552214	chr4	168599650	168647522	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs6552214	chr4	168608034	168643806	loss	Shaikh et al 2009	19592680	SNP array	2026	0	1
rs6552214	chr4	168635029	168637080	loss	Vogler et al 2010	21179565	Merging, SNP array	1109	0	1
rs330483	chr4	175944880	176191325	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	2
rs330483	chr4	175947046	176067900	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	1	0
rs330483	chr4	175947046	176067900	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	2
rs330483	chr4	175974058	176073580	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs330483	chr4	175974058	176073580	loss	Itsara et al 2009	19166990	Oligo aCGH, SNP array	1557	0	1
rs330483	chr4	175987583	176332540	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs330483	chr4	175998574	176239710	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs2128427	chr4	176772221	177262409	loss	Gusev et al 2009	18971310	SNP array	270	0	0
rs2128427	chr4	177054834	177154886	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs2128427	chr4	177065908	177307632	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	1	0
rs2128427	chr4	177150961	177167740	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs17807093	chr4	180650237	183647410	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs17807093	chr4	181459372	181671284	loss	Vogler et al 2010	21179565	Merging, SNP array	1109	0	1
rs17807093	chr4	181526926	182072142	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs17807093	chr4	181541957	181733095	loss	Wong et al 2007	17160897	BAC aCGH	95	0	1
rs17807093	chr4	181561278	181755808	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	1
rs17074703	chr4	184226186	184870028	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs17074703	chr4	184278704	184384273	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs10012103	chr4	184226186	184870028	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs10012103	chr4	184386261	184569572	loss	Wong et al 2007	17160897	BAC aCGH	95	0	1
rs12640177	chr4	185828676	186235548	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs12640177	chr4	185828676	186235548	loss	Itsara et al 2009	19166990	Oligo aCGH, SNP array	1557	0	1
rs12640177	chr4	185879647	185922494	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs12640177	chr4	185893702	185908183	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	1
rs12640177	chr4	185893702	185907949	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	2	0
rs12640177	chr4	185893985	185908085	loss	Vogler et al 2010	21179565	Merging, SNP array	1109	0	1
rs12640177	chr4	185904966	185908960	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	1
rs6855006	chr4	189205403	190467123	loss	Suktitipat et al 2014	25118596	SNP array	3017	0	2
rs6855006	chr4	189302646	190755641	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs6855006	chr4	189394111	190535598	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs6855006	chr4	189514036	190189043	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs6855006	chr4	189800485	190783028	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	1	0
rs6855006	chr4	189816574	190778522	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs6855006	chr4	189896928	190376655	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	2	0
rs6855006	chr4	189907557	190220384	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs6855006	chr4	189929492	190378189	gain	Uddin et al 2014	25503493	SNP array	873	1	0
rs6855006	chr4	189942202	190150645	loss	Wong et al 2007	17160897	BAC aCGH	95	0	1
rs6855006	chr4	190006490	190384429	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs6855006	chr4	190023766	191020138	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs6855006	chr4	190023803	190266156	loss	Redon et al 2006	17122850	BAC aCGH, SNP array	270	0	1
rs6855006	chr4	190029881	190965356	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	2
rs6855006	chr4	190091808	190151383	loss	Suktitipat et al 2014	25118596	SNP array	3017	0	1
rs11134165	chr5	6132165	6576880	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	1	0
rs11134165	chr5	6511313	6616277	gain	Suktitipat et al 2014	25118596	SNP array	3017	2	0
rs6865359	chr5	12566884	13328289	loss	Itsara et al 2009	19166990	Oligo aCGH, SNP array	1557	0	1
rs6865359	chr5	12575181	13592971	gain	Suktitipat et al 2014	25118596	SNP array	3017	1	0
rs6865359	chr5	12780941	13351018	loss	Conrad et al 2006	16327808	Oligo aCGH, SNP array	60	0	1
rs6865359	chr5	13144681	13403575	loss	Redon et al 2006	17122850	BAC aCGH, SNP array	270	0	2
rs6865359	chr5	13195439	13339025	loss	Perry et al 2008	18304495	Oligo aCGH	31	0	2
rs6865359	chr5	13201511	13332878	loss	Wang et al 2007	17921354	SNP array	112	0	2
rs6865359	chr5	13202888	13338521	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	1
rs6865359	chr5	13204548	13334380	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs6865359	chr5	13205664	13341742	loss	Pinto et al 2007	17911159	SNP array	771	0	7
rs6865359	chr5	13236736	13266674	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs2127392	chr5	25495541	25650176	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs2127392	chr5	25431360	25617845	loss	Wong et al 2007	17160897	BAC aCGH	95	0	1
rs2127392	chr5	25495004	26112192	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	1	0
rs43188	chr5	51758803	52333420	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	1	0
rs43188	chr5	51758803	52333420	gain	Itsara et al 2009	19166990	Oligo aCGH, SNP array	1557	1	0
rs43188	chr5	51779196	52339114	gain	Jakobsson et al 2008	18288195	SNP array	443	1	0
rs43188	chr5	52209527	52410253	gain	Wong et al 2007	17160897	BAC aCGH	95	1	0
rs26949	chr5	59627554	60003460	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs26949	chr5	59708222	59910308	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs26949	chr5	59734003	59862453	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs26949	chr5	59825050	59830371	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	4
rs347671	chr5	62025523	62875830	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	5
rs347671	chr5	62447948	62529686	loss	Suktitipat et al 2014	25118596	SNP array	3017	0	1
rs2115454	chr5	84290481	85659825	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	1	0
rs2115454	chr5	84290481	85659825	gain	Itsara et al 2009	19166990	Oligo aCGH, SNP array	1557	1	0
rs4244387	chr5	85327149	86490293	gain	Suktitipat et al 2014	25118596	SNP array	3017	1	0
rs4244387	chr5	86091085	86294390	gain	Wong et al 2007	17160897	BAC aCGH	95	1	0
rs4244387	chr5	86203896	86392968	loss	Wong et al 2007	17160897	BAC aCGH	95	0	1
rs4244387	chr5	86246022	86270924	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs4244387	chr5	86246022	86251571	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs4869324	chr5	95396456	96783836	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs4869324	chr5	96057890	96893164	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	1	0
rs4869324	chr5	96315077	97219737	gain	Suktitipat et al 2014	25118596	SNP array	3017	1	0
rs4869324	chr5	96427304	96606619	loss	Wong et al 2007	17160897	BAC aCGH	95	0	1
rs4869324	chr5	96557770	96656369	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	2	0
rs7730122	chr5	97395507	97616089	gain	Redon et al 2006	17122850	BAC aCGH, SNP array	270	2	0
rs7730122	chr5	97447594	97557817	gain	Wang et al 2007	17921354	SNP array	112	2	0
rs7730122	chr5	97476285	97568464	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	3	0
rs7730122	chr5	97485128	97563112	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs7730122	chr5	97555289	97557817	loss	Wang et al 2007	17921354	SNP array	112	0	1
rs2924611	chr5	98358190	99315677	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	1	0
rs2924611	chr5	99074391	99539933	gain	Shaikh et al 2009	19592680	SNP array	2026	1	0
rs2924611	chr5	99096237	99290561	gain	Wong et al 2007	17160897	BAC aCGH	95	3	0
rs2924611	chr5	99134559	99332696	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs2924611	chr5	99155998	99339164	loss	Locke et al 2006	16826518	BAC aCGH	265	0	7
rs2924611	chr5	99167030	99352588	loss	Wong et al 2007	17160897	BAC aCGH	95	0	1
rs2924611	chr5	99190522	99338637	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	1	0
rs2924611	chr5	99197964	99281369	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	1	0
rs2924611	chr5	99206117	99332696	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	6
rs2924611	chr5	99206117	99319166	gain	Shaikh et al 2009	19592680	SNP array	2026	1	0
rs2924611	chr5	99206117	99263712	loss	Shaikh et al 2009	19592680	SNP array	2026	0	1
rs2924611	chr5	99234699	99325303	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	4
rs2924611	chr5	99234732	99312693	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	2
rs2924611	chr5	99234993	99314515	loss	Uddin et al 2014	25503493	SNP array	873	0	1
rs2924611	chr5	99235641	99306483	loss	Shaikh et al 2009	19592680	SNP array	2026	0	1
rs2924611	chr5	99249465	99271946	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs1421972	chr5	106320782	107886675	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs1421972	chr5	107745375	107899940	gain	Suktitipat et al 2014	25118596	SNP array	3017	1	0
rs17134152	chr5	110924279	111602713	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	1	0
rs17134152	chr5	111392944	111529302	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	1
rs17134152	chr5	111394517	111529302	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	1	0
rs17134152	chr5	111399884	112032675	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	1	0
rs17134152	chr5	111419302	111485372	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs17134152	chr5	111438236	111483753	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	3
rs630247	chr5	118028812	118132412	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	1	0
rs630247	chr5	118100754	118236309	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	1	0
rs6893115	chr5	119344483	120836891	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs6893115	chr5	120219339	120776767	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs6893115	chr5	120380524	120848760	gain	de Smith et al 2007	17666407	Oligo aCGH	51	1	0
rs6893115	chr5	120583542	120691755	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs6893115	chr5	120583554	120706241	loss	Vogler et al 2010	21179565	Merging, SNP array	1109	0	3
rs6893115	chr5	120591424	120708748	loss	Shaikh et al 2009	19592680	SNP array	2026	0	1
rs6893115	chr5	120608475	120670292	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs6893115	chr5	120664696	120745932	loss	Uddin et al 2014	25503493	SNP array	873	0	1
rs249900	chr5	146169510	146806365	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	4	0
rs11747270	chr5	149824592	150285742	loss	Redon et al 2006	17122850	BAC aCGH, SNP array	270	0	112
rs11747270	chr5	150021080	150285742	loss	Perry et al 2008b	18775914	BAC aCGH, FISH, PCR	62	0	18
rs11747270	chr5	150157024	150313320	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	3
rs11747270	chr5	150157359	150317237	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	3
rs11747270	chr5	150202204	150277909	loss	Vogler et al 2010	21179565	Merging, SNP array	1109	0	36
rs17659728	chr5	150636868	150704724	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs9313891	chr5	160870472	161358710	loss	Gusev et al 2009	18971310	SNP array	270	0	0
rs9313891	chr5	160959715	161137417	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	1	0
rs33874	chr5	171063814	171227251	loss	Wong et al 2007	17160897	BAC aCGH	95	0	1
rs2112594	chr5	179402768	179806356	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs2112594	chr5	179717692	179898609	loss	Wong et al 2007	17160897	BAC aCGH	95	0	1
rs2112594	chr5	179721375	180291360	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs9405484	chr6	1460019	1645819	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs13218657	chr6	5822037	5822683	loss	Conrad et al 2009	19812545	Oligo aCGH	40	0	4
rs523383	chr6	25853829	26528250	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs806971	chr6	25853829	26528250	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs806971	chr6	25987412	26351920	loss	Perry et al 2008b	18775914	BAC aCGH, FISH, PCR	62	0	1
rs806971	chr6	26005448	26319756	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	2	0
rs16891417	chr6	25853829	26528250	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs16891417	chr6	25987412	26351920	loss	Perry et al 2008b	18775914	BAC aCGH, FISH, PCR	62	0	1
rs16891417	chr6	26005448	26319756	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	2	0
rs16891417	chr6	26190315	26246784	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs16891417	chr6	26193021	26212680	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	1
rs9467704	chr6	25853829	26528250	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs9467704	chr6	25987412	26351920	loss	Perry et al 2008b	18775914	BAC aCGH, FISH, PCR	62	0	1
rs9467704	chr6	26005448	26319756	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	2	0
rs9467704	chr6	26239403	26322524	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs9467704	chr6	26313347	26322985	loss	Shaikh et al 2009	19592680	SNP array	2026	0	1
rs9379851	chr6	25853829	26528250	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs9393708	chr6	25853829	26528250	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs3734536	chr6	25853829	26528250	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs3757148	chr6	25853829	26528250	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs3757148	chr6	26368707	26444495	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	4
rs3757148	chr6	26368928	26406147	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	1	0
rs3757148	chr6	26368928	26406147	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	5
rs3757148	chr6	26369548	26442785	loss	Suktitipat et al 2014	25118596	SNP array	3017	0	14
rs3757148	chr6	26379536	26451553	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	1	0
rs10456045	chr6	25853829	26528250	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs10456045	chr6	26368707	26444495	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	4
rs10456045	chr6	26368928	26406147	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	1	0
rs10456045	chr6	26368928	26406147	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	5
rs10456045	chr6	26369548	26442785	loss	Suktitipat et al 2014	25118596	SNP array	3017	0	14
rs10456045	chr6	26379536	26451553	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	1	0
rs2237236	chr6	25853829	26528250	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs2237236	chr6	26379536	26451553	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	1	0
rs2237236	chr6	26423900	26465384	gain	Vogler et al 2010	21179565	Merging, SNP array	1109	3	0
rs2237236	chr6	26428313	26471596	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	13
rs2237236	chr6	26428313	26464789	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	8	0
rs2237236	chr6	26428313	26464016	gain	Uddin et al 2014	25503493	SNP array	873	1	0
rs2237236	chr6	26430980	26463660	loss	Shaikh et al 2009	19592680	SNP array	2026	0	1
rs7763910	chr6	25853829	26528250	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs7763910	chr6	26467181	26501897	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs4713062	chr6	26693218	27095714	gain	Redon et al 2006	17122850	BAC aCGH, SNP array	270	3	0
rs4713062	chr6	26825467	27109774	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs4713062	chr6	26841082	27015598	gain	Locke et al 2006	16826518	BAC aCGH	265	45	0
rs4713062	chr6	26859096	27030476	gain	Wong et al 2007	17160897	BAC aCGH	95	5	0
rs4713062	chr6	26893738	27038175	gain	Locke et al 2006	16826518	BAC aCGH	265	17	0
rs4358615	chr6	26693218	27095714	gain	Redon et al 2006	17122850	BAC aCGH, SNP array	270	3	0
rs4358615	chr6	26825467	27109774	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs4358615	chr6	26841082	27015598	gain	Locke et al 2006	16826518	BAC aCGH	265	45	0
rs4358615	chr6	26859096	27030476	gain	Wong et al 2007	17160897	BAC aCGH	95	5	0
rs4358615	chr6	26893738	27038175	gain	Locke et al 2006	16826518	BAC aCGH	265	17	0
rs11756275	chr6	26693218	27095714	gain	Redon et al 2006	17122850	BAC aCGH, SNP array	270	3	0
rs11756275	chr6	26825467	27109774	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs11756275	chr6	26841082	27015598	gain	Locke et al 2006	16826518	BAC aCGH	265	45	0
rs11756275	chr6	26859096	27030476	gain	Wong et al 2007	17160897	BAC aCGH	95	5	0
rs11756275	chr6	26893738	27038175	gain	Locke et al 2006	16826518	BAC aCGH	265	17	0
rs12190473	chr6	26693218	27095714	gain	Redon et al 2006	17122850	BAC aCGH, SNP array	270	3	0
rs12190473	chr6	26825467	27109774	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs12190473	chr6	26859096	27030476	gain	Wong et al 2007	17160897	BAC aCGH	95	5	0
rs12190473	chr6	26893738	27038175	gain	Locke et al 2006	16826518	BAC aCGH	265	17	0
rs7451149	chr6	26693218	27095714	gain	Redon et al 2006	17122850	BAC aCGH, SNP array	270	3	0
rs7451149	chr6	26825467	27109774	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs7745603	chr6	26693218	27095714	gain	Redon et al 2006	17122850	BAC aCGH, SNP array	270	3	0
rs7745603	chr6	26825467	27109774	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs7745603	chr6	27086506	27096648	loss	Uddin et al 2014	25503493	SNP array	873	0	6
rs10484399	chr6	27424768	27598595	loss	Wong et al 2007	17160897	BAC aCGH	95	0	1
rs10484399	chr6	27458012	27547792	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	1	0
rs10484399	chr6	27477725	27605842	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	5
rs10484399	chr6	27525719	27535477	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	1
rs200481	chr6	27593273	27789605	gain	Wong et al 2007	17160897	BAC aCGH	95	1	0
rs200481	chr6	27739379	27782538	loss	Suktitipat et al 2014	25118596	SNP array	3017	0	1
rs200481	chr6	27745776	27789683	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs200995	chr6	27810625	27969004	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs200991	chr6	27810625	27969004	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs200991	chr6	27814190	27830017	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	4	0
rs200991	chr6	27814190	27830017	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	1
rs149946	chr6	27872301	28062544	loss	Wong et al 2007	17160897	BAC aCGH	95	0	1
rs149969	chr6	27872301	28062544	loss	Wong et al 2007	17160897	BAC aCGH	95	0	1
rs149970	chr6	27872301	28062544	loss	Wong et al 2007	17160897	BAC aCGH	95	0	1
rs202906	chr6	27872301	28062544	loss	Wong et al 2007	17160897	BAC aCGH	95	0	1
rs203887	chr6	27872301	28062544	loss	Wong et al 2007	17160897	BAC aCGH	95	0	1
rs203887	chr6	28018093	28021854	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	16
rs203887	chr6	28018943	28021589	loss	Shaikh et al 2009	19592680	SNP array	2026	0	1
rs203887	chr6	28019795	28022858	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	26
rs203888	chr6	27872301	28062544	loss	Wong et al 2007	17160897	BAC aCGH	95	0	1
rs203888	chr6	28018093	28021854	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	16
rs203888	chr6	28018943	28021589	loss	Shaikh et al 2009	19592680	SNP array	2026	0	1
